full_name,forks
"""Mokkkzy/p4_ipv6""",0.0
"""Mokkkzy/tutorials""",0.0
"""MolchanovaNika/2022_2023-network_programming-k34202-molchanova_v_a-""",0.0
"""Montimage/p4-int""",0.0
"""MountainShan/p4-guide""",0.0
"""MrGaoxx/tutorials""",0.0
"""MrJimbo2002/CWM-ProgNets""",0.0
"""MrWLeo/DPTP""",0.0
"""MrWLeo/unicache""",0.0
"""Mrtrieu69/2022_2023-network_programming-K34202-trieu-m-t""",0.0
"""Mrunal-Gaikar/Malware_detection_dataplane""",0.0
"""Mrxiangli/Programmable_Switch""",0.0
"""Mtze/virntup_4""",0.0
"""Murphy-OrangeMud/P4_tutorials""",0.0
"""Muthuramane/p4-guide""",0.0
"""Muthuramane/p4c""",0.0
"""Muthuramane/p4extern""",0.0
"""Muthuramane/papers""",0.0
"""MyrianaRifai/p4-guide""",0.0
"""NCKU-CIAL/tutorials""",0.0
"""NEOAdvancedTechnology/2110_lower_3rd_P4""",0.0
"""NEOAdvancedTechnology/P4FastFlowSwitching""",0.0
"""NEOAdvancedTechnology/ts_switching_P4""",0.0
"""NStetskovych-zz/p4c""",0.0
"""NUS-CIR/p4-guide""",0.0
"""NUS-SNL/sqr""",0.0
"""Naamasham/Data-plane""",0.0
"""NabilJada/p4se""",0.0
"""Naibaowjk/tutorials""",0.0
"""Namrata-intel/p4-guide""",0.0
"""Nano5e/SPLT-collection-using-P4""",0.0
"""NanoSoft774849/petr4""",0.0
"""Narziss-ZYX/P4_tutorials""",0.0
"""Natali-A/p4tutorials""",0.0
"""NataliaCWP/CWM-ProgNets""",0.0
"""NaviKumar-h/DDoS_Flooding_Attack_Mitigation_in_Software_Defined_Networks""",0.0
"""Nekish112/2022_2023-network_programming-k34202-demin_n_i""",0.0
"""Nikolasel/p4-codel""",0.0
"""Niveri/l3""",0.0
"""ObitoAndRin/tutorials""",0.0
"""Oceanwhc/p4-applications""",0.0
"""OliverSanderPoulsen/P4tutorial""",0.0
"""Omar-ai99/P4_language_Assignment""",0.0
"""Osasuna52/link-montoring-port-switching""",0.0
"""OucMan/tutorials""",0.0
"""P4-WCZ/DPTP""",0.0
"""P4-WCZ/p4-guide""",0.0
"""P4Archive/HappyFlowFriends""",0.0
"""P4Archive/HyperV""",0.0
"""P4Archive/MatReduce-examples""",0.0
"""P4Archive/NDN.p4""",0.0
"""P4Archive/OPP.p4""",0.0
"""P4Archive/P4-OpenFlow-Example""",0.0
"""P4Archive/P4_COPY_TO_CPU""",0.0
"""P4Archive/PPPoE_using_P4""",0.0
"""P4Archive/assert-p4""",0.0
"""P4Archive/block.p4""",0.0
"""P4Archive/decoy_switch""",0.0
"""P4Archive/flexnic""",0.0
"""P4Archive/homework03""",0.0
"""P4Archive/myP4repo""",0.0
"""P4Archive/onos-p4-dev""",0.0
"""P4Archive/openstate.p4""",0.0
"""P4Archive/p4-program""",0.0
"""P4Archive/p4_basic_lb_metering_nic""",0.0
"""P4Archive/p4_r2r""",0.0
"""P4Archive/p4c""",0.0
"""P4Archive/p4lang""",0.0
"""P4Archive/p4playground""",0.0
"""P4Archive/p4wire""",0.0
"""P4Archive/subset-matching""",0.0
"""P4Archive/vt""",0.0
"""P4EDGE/examples""",0.0
"""P4ELTE/netreact""",0.0
"""P4ELTE/use_cases""",0.0
"""P4R2/P4R2""",0.0
"""P4SC/block.p4""",0.0
"""P4SC/p4sc""",0.0
"""PFtyrant/tutorials""",0.0
"""PIFO-TM/p4c""",0.0
"""PINetDalhousie/poiriot""",0.0
"""PKU1806/p4-learning""",0.0
"""PSI4T/prahk""",0.0
"""Pa-wan/tutorials""",0.0
"""ParardhaSarmah/P4-QoS""",0.0
"""ParkJuhyun99/ditto""",0.0
"""Pau1code/P4_SketchLib""",0.0
"""Paula-murmurs/p4-guide""",0.0
"""Paula-murmurs/p4-researching""",0.0
"""Paula-murmurs/p4c""",0.0
"""Pedifax/P4-Programmable-Networks""",0.0
"""PedroEduardo68/full-code""",0.0
"""PedroEduardo68/partial-code""",0.0
"""Peixuan670/Bucket""",0.0
"""Penguin/switch-cache""",0.0
"""Petrichorzo/NetDPI""",0.0
"""PieroSanchi/netprog-p4""",0.0
"""PiotrMakarewicz/p4-qos-demo""",0.0
"""PlinkPlunkT/votePipe""",0.0
"""Polly-coder/2022-2023-network-programming-k34202-efimov_p_l""",0.0
"""PolyMTL-P4/p4-apps""",0.0
"""Prashanth210898/tutorials""",0.0
"""PreritO/tutorials""",0.0
"""Pterosaur/tutorials""",0.0
"""QIAOMAI111/cs740project""",0.0
"""QIAOMAI111/p4-codel""",0.0
"""QIAOMAI111/p4-learning""",0.0
"""QIAOMAI111/p4-projects""",0.0
"""QIAOMAI111/p4aqm""",0.0
"""QIAOMAI111/pi2forp4""",0.0
"""QT-learn-lib/INT""",0.0
"""QT-learn-lib/tutorials""",0.0
"""QingYeyyds/tutorials""",0.0
"""QuinnRutherford/BachelorsProject""",0.0
"""RPierini/RARE""",0.0
"""RabbitWhite1/p4-tutorials""",0.0
"""RaitoBezarius/p4-tutorials""",0.0
"""RajkumarBashera/p4c""",0.0
"""RaymondHuang210129/P4KVCache""",0.0
"""RaymondHuang210129/P4LLVM""",0.0
"""RaymondHuang210129/P4_permutation_Tofino""",0.0
"""RaymondHuang210129/tutorials""",0.0
"""ReactiveXYZ-Dev/p4c""",0.0
"""ReadyRectionz/acn21-project-base""",0.0
"""Renan04lima/p4-calculator""",0.0
"""RenascentSw/tutorials""",0.0
"""Renbangbang/p4-learning""",0.0
"""Revant202/DoS_p4_SDN""",0.0
"""Ribosome-Packet-Processor/Ribosome-P4""",0.0
"""Ribosome-Packet-Processor/Ribosome-experiments""",0.0
"""RicardoParizotto/CMP610""",0.0
"""RicardoParizotto/Causal-Telemetry""",0.0
"""RicardoParizotto/INT""",0.0
"""RicardoParizotto/NetPaxos""",0.0
"""RicardoParizotto/P4Visor""",0.0
"""Rithvik99/P4""",0.0
"""Roaninho/p4-protect""",0.0
"""RomanGressler/Kathara-Labs""",0.0
"""Romanleshkov/2022_2023-network_programming-k34212-leshkov_r_s""",0.0
"""RonyRecalde/p4-learning""",0.0
"""RonyRecalde/p4_robot""",0.0
"""RonyRecalde/tutorials""",0.0
"""RossJ24/CPSC435-switch-cache""",0.0
"""Royal-Rangers/p4-learning""",0.0
"""Royal-Rangers/tutorials""",0.0
"""RuSeKon/P4LLVM""",0.0
"""SDN-PSM/PSM-efficiency""",0.0
"""SRIJAN19448/tutorials""",0.0
"""SUPERYELLOWBEAVER87/Packet-Monitoring""",0.0
"""SZU-AdvTech-2022/280-Filtering-Spoofed-Ip-Traffic-Using-Switching-Asics""",0.0
"""Sabaniki/bmv2-on-tinet""",0.0
"""Sabaniki/lab""",0.0
"""SakamotoYuito/P4Runtime-firstbite""",0.0
"""SanjuEpic/P4""",0.0
"""Sankalp-CS21MTECH12010/IITH-TIN-Project-Extracting-Flow-Features-Efficiently""",0.0
"""SantiagoBautista/p4c""",0.0
"""Science-mine/P4_SketchLib""",0.0
"""Scofield626/p4-learning""",0.0
"""Scottbtang/N002-block.p4""",0.0
"""Scottbtang/papercode004-ElasticSketch""",0.0
"""SdotChen/P4Mul_Div""",0.0
"""SdotChen/aored""",0.0
"""SeanHsieh/Hyper4""",0.0
"""SeanHsieh/upf_p4_poc""",0.0
"""SecConNet/P4-based-containerized-DDM""",0.0
"""SecConNet/Tracking-connections-in-a-DDM""",0.0
"""Selltowitz/p4""",0.0
"""Seoyul-OH/tutorials""",0.0
"""ShadowPDP/ShadowPDP""",0.0
"""SilkeKnossen/path_tracking_with_p4""",0.0
"""SilnoEnamored/2022_2023-network_programming-k34212-demidyuk_o_s""",0.0
"""SivanVe/QPipe""",0.0
"""Small-snake/mrc""",0.0
"""SmartSloth/p4-researching""",0.0
"""Smnouy/p4-examples-16""",0.0
"""Songlin-Liu/tutorials""",0.0
"""SoosRamirez/2022_2023-network_programming-k34212-komarov_a_n""",0.0
"""SophiaLi06/p4tutorials""",0.0
"""Sougol/p4-learning""",0.0
"""SourajitaDewasi/P4Firewall""",0.0
"""Spoowy/tutorials""",0.0
"""Spuren/tutorials""",0.0
"""Srar-Git/srv6_int""",0.0
"""Steamgjk/tutorials""",0.0
"""Stumble/p4c""",0.0
"""Stumble/tutorials""",0.0
"""SuMingWei/p4-researching""",0.0
"""Suggie-Chen/P4_tutorials""",0.0
"""SunTingxin/hypertester""",0.0
"""SunTingxin/tutorials""",0.0
"""Swag4Yolo/tutorials""",0.0
"""Sweetxinxin/-""",0.0
"""Switcharoo-P4/Switcharoo-P4""",0.0
"""SwordOak/p4-guide""",0.0
"""SwordOak/tutorials""",0.0
"""T-ray123/tutorials""",0.0
"""THUzxj/tutorials""",0.0
"""TLDart/tutorials""",0.0
"""TMVector/P4ToCSharp""",0.0
"""Tagazoul/PredictSignalQuality""",0.0
"""Takaaki-Saeki/p4""",0.0
"""Tay-13/p4-learning""",0.0
"""Tay-13/tutorials""",0.0
"""Tee-42/p4-learning""",0.0
"""Telmat2015/Sigcomm19-P4""",0.0
"""Thanasislt/p4-programs-survey""",0.0
"""ThanosKou/p4-guide""",0.0
"""Thodorhs/SimpleLoadBalancer_P4_bmv2""",0.0
"""Tianyi-Ma-Bella/tutorials""",0.0
"""Timothy-Liuxf/p4_example""",0.0
"""TitanLog/TitanLog""",0.0
"""Tolsma/p4c-xdp""",0.0
"""TsubasaSato/P4_OpenFlow""",0.0
"""Tyler-ytr/p4-guide""",0.0
"""Tyler-ytr/p4-projects""",0.0
"""USTC-INT/Let-Me-Count""",0.0
"""UjiUnn/MultigetProcessing""",0.0
"""UmakantKulkarni/p4-researching""",0.0
"""UmakantKulkarni/public""",0.0
"""UmakantKulkarni/tutorials""",0.0
"""VM-Lab-Automation/P4lab-blackholing""",0.0
"""VenkataramiReddyCh/p4-learning""",0.0
"""VennChan/Batch-Pint""",0.0
"""VennChan/Dune""",0.0
"""Vic0428/P4_SketchLib""",0.0
"""Vic0428/p4-learning""",0.0
"""Vic0428/p4-projects""",0.0
"""Vic0428/ring-buffer-hw""",0.0
"""VishalBurra27/computer_networks_a2""",0.0
"""Vladimircy/tutorials""",0.0
"""VoidStardust/DLTraining""",0.0
"""Voilett/SDN""",0.0
"""WQQ0921/IFIPNetworking20""",0.0
"""WQQ0921/p4-learning""",0.0
"""WQQ0921/tutorials""",0.0
"""Wangwangwoc/tutorials""",0.0
"""Warren981026/PartialKey""",0.0
"""WayneRoot/P4-language-tutorials""",0.0
"""Wbn-369/hypertester""",0.0
"""Wbn-369/p4-projects""",0.0
"""Wbn-369/tutorials""",0.0
"""WeiSHI7/p4-learning""",0.0
"""WillieLiang/PoirIoT_BMv2""",0.0
"""WqyJh/myp4app""",0.0
"""WqyJh/p4-guide""",0.0
"""WuJiansong/test""",0.0
"""XUSIYIN/tutorials""",0.0
"""Xbjornsen/P4-SRPT-vs-FIFO""",0.0
"""XiangyuG/CaT-benchmarks""",0.0
"""XiangyuG/Menshen-fpga""",0.0
"""XiangyuG/temporary_repo""",0.0
"""XiaoM1573/srv6-p4netfpga""",0.0
"""XiaoM1573/tutorials""",0.0
"""XiaoerJiang/sdn_shape""",0.0
"""Xueyi-Chen-David/p4""",0.0
"""YSL88/DAIET""",0.0
"""YSL88/netpixel""",0.0
"""YSL88/p4-projects""",0.0
"""YXY-1998/INT-InBand-Network-Telemetry-""",0.0
"""YXY-1998/P4""",0.0
"""YXY-1998/block.p4""",0.0
"""YXY-1998/cheetah-p4-quic""",0.0
"""YXY-1998/ddosd-p4""",0.0
"""YXY-1998/p4-projects""",0.0
"""Yan0981181511/tutorials""",0.0
"""Yangzither/P4_SketchLib""",0.0
"""Yangzither/fcm_p4""",0.0
"""Yangzither/tutorials""",0.0
"""YiXiaobo-YXB/p4-learning""",0.0
"""YitaoYuan/ATP-14""",0.0
"""YitaoYuan/p4-learning""",0.0
"""YitaoYuan/p4_examples""",0.0
"""Yuki-Hisa/tutorials""",0.0
"""Yukinarii/P4-Programs""",0.0
"""Yukinarii/p4c""",0.0
"""Yulei73/NDN.p4-16""",0.0
"""Yulei73/tutorials-1""",0.0
"""Yuma-Sakurai/tutorials""",0.0
"""YyyyyuGao/Hardware-Function-Virtualization-in-Computer-Networks""",0.0
"""YyyyyuGao/INT-InBand-Network-Telemetry-""",0.0
"""ZCplayground/tutorials""",0.0
"""ZENOTME/tutorials""",0.0
"""ZEQINLIN-666/p4-guide""",0.0
"""ZER0-Nu1L/Let-Me-Count""",0.0
"""ZER0-Nu1L/p4app-INA""",0.0
"""ZGES/p4_tunneling""",0.0
"""ZWRiddle/CWM-ProgNets""",0.0
"""ZacharyEllison/p4-learning""",0.0
"""ZaphkielAlef/p4practice""",0.0
"""ZavGeorge/2022_2023-network_programming-k34202-li-g""",0.0
"""ZavGeorge/network_programming""",0.0
"""ZedanDredal/DDoS_Flooding_Attack_Mitigation_in_Software_Defined_Networks""",0.0
"""ZengXin2021/INT-InBand-Network-Telemetry-""",0.0
"""ZengXin2021/IPGNET""",0.0
"""ZengXin2021/p4-guide""",0.0
"""ZengXin2021/p4-int""",0.0
"""ZhangMeimei-pixel/NDN.p4-16""",0.0
"""ZhangMeimei-pixel/tutorials""",0.0
"""ZhihaoWang98/Towards-In-Network-Semantic-Analysis-A-Case-Study-involving-Spam-Classification""",0.0
"""ZhihaoWang98/ddos-detection-sketches-p4""",0.0
"""ZhihaoWang98/p4-guide""",0.0
"""Zhining-Li/CWM-ProgNets""",0.0
"""aaapuuuuu/p4-applications""",0.0
"""aaglenn/p4-program""",0.0
"""aannmmoo/HyperCuts-P4""",0.0
"""aassilva/INT-InBand-Network-Telemetry-""",0.0
"""aassilva/P4_COPY_TO_CPU""",0.0
"""aassilva/into""",0.0
"""aatish17varma/p4-guide""",0.0
"""abhikjain360/sdn-project""",0.0
"""abhilashdanda/tutorials""",0.0
"""abousidibe/p4-guide""",0.0
"""abz3/436-ms2""",0.0
"""acbari/p4-demos""",0.0
"""ace-design/petr4""",0.0
"""aclapolli/p4c""",0.0
"""adeptvin1/tutorials""",0.0
"""adibpat/p4c""",0.0
"""adirc93/CloudCourse""",0.0
"""agocsdaniel/p4-synproxy""",0.0
"""agupta13/sonata-queries""",0.0
"""ahmedcs/Aggregator""",0.0
"""ahmedcs/IFIPNetworking20""",0.0
"""ahmedcs/p4-applications""",0.0
"""ahmedcs/p4_basic_lb_metering_nic""",0.0
"""ahmedcs/tutorials""",0.0
"""aishstha/CS-79-NS""",0.0
"""akem237/The-Road-to-P4""",0.0
"""al0wner/tutorials""",0.0
"""al13mi/RA-Guard""",0.0
"""alanamarzoev/p4-guide""",0.0
"""alanamarzoev/p4c""",0.0
"""alanamarzoev/tutorials""",0.0
"""albertgran/p4-guide""",0.0
"""albertgran/p4-projects""",0.0
"""alessandrocornacchia/NetSketches""",0.0
"""alex1230608/tutorials""",0.0
"""alexandergall/RARE""",0.0
"""alexathomases/packetProcessing""",0.0
"""alinefragadasilvaa/2023-p4-programs""",0.0
"""alistairncoles/p4c""",0.0
"""amanjain39400/tutorials""",0.0
"""amar-almaini/p4research""",0.0
"""amarcrj/p4-projects""",0.0
"""amarcrj/p4codes""",0.0
"""amirunpri2018/P4Visor""",0.0
"""amithgspn23/p4-guide""",0.0
"""amkram/p4-guide""",0.0
"""amwork2020/p4-learning""",0.0
"""ana13zs/p4-int""",0.0
"""anaeliaovalle/tutorials""",0.0
"""andre-romano/p4_laboratorio""",0.0
"""andreastedile/tutorials""",0.0
"""andreyqg/ddosd-p4""",0.0
"""angelawh/tutorials""",0.0
"""angkap7/dpdk""",0.0
"""angkap7/l2l3_bmv2""",0.0
"""anirudh-kabde/p4c""",0.0
"""anirudh-kabde/tutorials""",0.0
"""anirudhkamath/p4_tutorials""",0.0
"""ankitajdesai/p4-learning""",0.0
"""ankitchandracs/campusP4""",0.0
"""anlaneg/p4-applications""",0.0
"""anny-nov/2022_2023-network_programming-k34212-novozhilova_a_v""",0.0
"""antoine-bernabeu/p4-guide""",0.0
"""antonywei/p4c""",0.0
"""apanda/ddc-p4""",0.0
"""apinski-cavium/tutorials""",0.0
"""apiwatk/Delegation-of-Authentication-to-the-Data-Plane-in-SDN""",0.0
"""apzhou/P4_SketchLib""",0.0
"""apzhou/fcm_p4""",0.0
"""apzhou/source_code""",0.0
"""argavalen/argavalen""",0.0
"""arif332/p4-guide""",0.0
"""arif332/p4-learning""",0.0
"""arijeetsat/p4-guide""",0.0
"""ariscahyadi/p4-ebpf-no-ping""",0.0
"""arizk/p4-learning""",0.0
"""arjunaru97/public""",0.0
"""arneeev/CWM-ProgNets""",0.0
"""asd123www/P4-stream""",0.0
"""ashcode028/p4_excercises""",0.0
"""asilha/ddosd-p4""",0.0
"""asjacobs92/p4-applications""",0.0
"""ask40/p4""",0.0
"""assassin65170/p4-sdn""",0.0
"""at-nojavan/p4-guide""",0.0
"""atarlov/p4-learning""",0.0
"""athna/PPPoE_using_P4""",0.0
"""athna/ddosd-p4""",0.0
"""atsi-19l/ATSI19L""",0.0
"""axbryd/p4-flow-cache""",0.0
"""ayushjha2612/HTTP-Emulation""",0.0
"""azure-dev/p4c-bm""",0.0
"""azure-dev/sonic-pins""",0.0
"""baganal/p4-codel""",0.0
"""baganal/p4-learning""",0.0
"""baoziwx/p4c""",0.0
"""bartoszlomiej/Mininet-P4-introduction""",0.0
"""bashirmohd/lcndemo2018""",0.0
"""bbill/Tofino-PINT""",0.0
"""bennyrubin/HydraCode""",0.0
"""blewjy/p4-learning""",0.0
"""blisabda/Kathara-Labs""",0.0
"""bmsousa/P4-SFC""",0.0
"""bocon13/p4c""",0.0
"""bocon13/tutorials""",0.0
"""bonedaddy/ditto""",0.0
"""bortok/DASH""",0.0
"""boxiang-yu/P4-filtering""",0.0
"""boxiang-yu/tutorials""",0.0
"""bravoPan/tutorials""",0.0
"""breidys2/cs598_hpn""",0.0
"""brennop/tutorials""",0.0
"""brunorijsman/p4-workshop""",0.0
"""brytyjczyk/tutorials""",0.0
"""btezergil/p4-guide""",0.0
"""buck5060/tutorials""",0.0
"""budavarapu/tutorials""",0.0
"""budgrise/DASH""",0.0
"""bugorz/tutorials""",0.0
"""butuizd/tutorials""",0.0
"""c0de3/HyperV-1""",0.0
"""c3m3gyanesh/DPTP""",0.0
"""c3m3gyanesh/p4-guide""",0.0
"""c3m3gyanesh/p4srv6""",0.0
"""cablelabs/p4-applications""",0.0
"""cafenero/tutorials""",0.0
"""caiyicdd/p4research""",0.0
"""caiyicdd/tutorials""",0.0
"""caliangxie/p4-guide""",0.0
"""caliangxie/tutorials""",0.0
"""callumHub/tutorials""",0.0
"""cam49/p4project""",0.0
"""canofre/apf""",0.0
"""canterburyell/Unleashing_FPGA""",0.0
"""caopeirui/p4-guide""",0.0
"""caopeirui/p4-learning""",0.0
"""capveg/sigcomm23-tutorial""",0.0
"""carlos-hfm/P4Pi-LERIS""",0.0
"""carolinabsantos/tutorials""",0.0
"""carolsonggg/DLAF""",0.0
"""cc10512/p4c""",0.0
"""ccascone/tutorials""",0.0
"""ccczzzf/clickp4""",0.0
"""cchliu/tutorials""",0.0
"""ccmin/p4-guide""",0.0
"""ccmin/p4_r2r""",0.0
"""cedric-cnam/P4-NetFPGA-Split-and-Merge""",0.0
"""chabetto/CWM-ProgNets""",0.0
"""chagnti/tutorials""",0.0
"""chandaweia/tutorials""",0.0
"""chaowen112/SVC_streaming""",0.0
"""chaowen112/tutorials""",0.0
"""chaukiching/P4""",0.0
"""cheetahlb/cheetah-quic-tofino""",0.0
"""cheetahlb/cheetah-tcp-timestamp-tofino""",0.0
"""chen19950225/open-G-SRv6-P4""",0.0
"""chenIshi/UAGR""",0.0
"""chenIshi/tutorials""",0.0
"""chenIshi/uATP""",0.0
"""chenhy97/P4_SketchLib""",0.0
"""chenwei1999/rdma-mirror""",0.0
"""chenxiang2019/DC.p4""",0.0
"""chenxiang2019/MatReduce-examples""",0.0
"""chenxiang2019/NDN.p4""",0.0
"""chenxiang2019/P4-SFC""",0.0
"""chenxiang2019/P4-StreamProcessing""",0.0
"""chenxiang2019/PPPoE_using_P4""",0.0
"""chenxiang2019/hadoop""",0.0
"""chenxiang2019/p4lang-tests""",0.0
"""chenxiang2019/p4lang16""",0.0
"""chenxiang2019/turbocache-bmv2""",0.0
"""chenxiaoqino/test_github_actions""",0.0
"""chenyuchuting0912/CacheP4-Test""",0.0
"""chenyuchuting0912/The-Road-to-P4""",0.0
"""chenyujiehome/oneskecth_fermatskecth_code""",0.0
"""chenzonghang/Systematic-and-comprehensive-practice""",0.0
"""chih-hsi-chen/RARE""",0.0
"""chintadinesh/sdn-CS5643""",0.0
"""chuzirui/tutorials""",0.0
"""citelab/p4""",0.0
"""citelab/tutorials""",0.0
"""citelab/tutorials-1""",0.0
"""cl1111/tutorials""",0.0
"""claredang/p4-applications""",0.0
"""claredang/tutorials""",0.0
"""cleberaraujo/p4-codel""",0.0
"""clickp4/clickp4-16""",0.0
"""clickp4/clickp4-test""",0.0
"""clincoln8/cs216""",0.0
"""clincoln8/tutorials""",0.0
"""cly1213/P4-tutorials""",0.0
"""cmingou/sdn101""",0.0
"""cnb0/learning-p4""",0.0
"""cnb0/p4-tutorials""",0.0
"""cnetboy/sonata-queries""",0.0
"""codeout/p4-guide""",0.0
"""codeout/p4c""",0.0
"""codercument/p4srv6""",0.0
"""codeswolves/tutorials""",0.0
"""colour-science/color-data""",0.0
"""conradekisa/p4-guide""",0.0
"""constipur/NetEC""",0.0
"""cornell-netlab/cav21-tutorial""",0.0
"""cornell-netlab/hydra-artifact""",0.0
"""corntospace/tutorials""",0.0
"""correctnetworks/p4-applications""",0.0
"""cpt-harlock/p4-cuckoo-hash""",0.0
"""craiig/P4-StreamProcessing""",0.0
"""craiig/Packet-StreamSQL""",0.0
"""cristina-dominicini/hash-custom""",0.0
"""cs-course-lab/tutorials""",0.0
"""csb7929/hackathons""",0.0
"""csb7929/p4-applications""",0.0
"""csb7929/p4-guide""",0.0
"""csb7929/p4lang-practice""",0.0
"""csb7929/tutorials""",0.0
"""cseuk6/Speedlight""",0.0
"""cseuk6/p4-guide""",0.0
"""cseuk6/tutorials""",0.0
"""cslev/p4""",0.0
"""cslev/p4c""",0.0
"""csqjxiao/P4Entropy""",0.0
"""cwkenwaysun/hp4_INT""",0.0
"""cyh229/p4lang_tutorials""",0.0
"""cykun/p4-study""",0.0
"""czusual/HyperWe""",0.0
"""daehyeok-kim/nfp-examples""",0.0
"""dairui777/IFIPNetworking20""",0.0
"""dairui777/p4-guide""",0.0
"""dairui777/p4-projects""",0.0
"""dairui777/p4-researching""",0.0
"""dairui777/p4srv6""",0.0
"""dairui777/tutorials""",0.0
"""daisuke-k/p4-ether-switch""",0.0
"""dal_course_prjs/csci6709-2022-w/assign-3""",0.0
"""dangsj123456/DASH""",0.0
"""dangsj123456/redplane-public""",0.0
"""danielbl1000/FRR-ECMP-First-Version""",0.0
"""danielbl1000/P4-LFA""",0.0
"""danielbl1000/P4-RESISTING-tofino""",0.0
"""daniele-moro/ip_route_p4""",0.0
"""daniele-moro/p4c""",0.0
"""danna2019/tutorials""",0.0
"""danny-lei/p4c""",0.0
"""danren-lys/DAIET""",0.0
"""daothinga/tutorials""",0.0
"""dataplane-ai/taurus/applications/anomaly-detection-asplos22""",0.0
"""dataplane-ai/taurus/platform-bm""",0.0
"""davenchohan/tutorials""",0.0
"""davidcamilo0710/P4Tree""",0.0
"""daviddvs/tofino-frt""",0.0
"""davideandres95/tutorials""",0.0
"""davidjosearaujo/tutorials""",0.0
"""dchataway/cs145-21-project7-dchataway""",0.0
"""dcomp-leris/InbandNetworkTelemetry-P4""",0.0
"""dcomp-leris/iRED""",0.0
"""dcomp-leris/iRED_TNSM""",0.0
"""dcorujo/p4-guide""",0.0
"""ddbxzz/p4-guide""",0.0
"""ddubbie/P4_Example""",0.0
"""debnathr/P4_POC""",0.0
"""debnathr/p4-researching""",0.0
"""deepakc7y/DPTP""",0.0
"""dejeneboru/p4-guide""",0.0
"""dejeneboru/p4-learning""",0.0
"""dejeneboru/pi2forp4""",0.0
"""demuro89/asymmetrical_flow_windows""",0.0
"""devxx01/finalproject-testbedp4""",0.0
